Time, Angle (rad)
1699,2.117724
1700,2.711816
1701,2.325980
1702,2.112250
1703,2.791986
1704,1.568358
1705,1.124744
1706,1.534647
1707,1.473056
1708,0.824287
1709,0.187680
1710,3.090308
1711,2.214297
1712,2.151553
1713,1.998678
1714,1.979599
1715,1.504261
1716,1.196405
1717,0.982794
1718,0.919091
1719,1.096503
1720,1.134734
1721,1.339878
1722,1.153775
1723,1.206640
1724,1.737346
1725,1.919581
1726,1.722740
1727,1.881069
1728,1.450173
1729,1.092992
1730,0.885067
1731,1.460139
1732,1.815775
1733,2.388441
1734,2.573068
1735,2.214297
1736,1.645101
1737,1.614247
1738,1.660614
1739,1.487613
1740,1.482274
1741,2.492672
1742,2.290641
1743,2.334256
1744,2.585912
1745,-2.893758
1746,2.306271
1747,-2.252719
1748,2.976444
1749,2.619998
1750,2.476818
1751,2.154252
1752,2.014490
1753,2.000817
1754,1.070748
1755,-0.020946
1756,0.010627
1757,1.937970
1758,1.740575
1759,2.042169
1760,2.250798
1761,1.894026
1762,0.942081
1763,1.616220
1764,2.156533
1765,1.489344
1766,1.642104
1767,1.517661
1768,1.464991
1769,1.301592
1770,1.524675
1771,2.010639
1772,2.022316
1773,1.837073
1774,2.034444
1775,2.063500
1776,0.798945
1777,-0.247699
1778,-0.630310
1779,-0.622671
1780,-0.121842
1781,0.481511
1782,1.063091
1783,1.173717
1784,1.099799
1785,1.564232
1786,1.124111
1787,1.389778
1788,1.117458
1789,2.269456
1790,2.378713
1791,2.333153
1792,-2.265535
1793,-2.245537
1794,-1.764343
1795,1.217806
1796,0.856706
1797,1.033512
1798,0.839179
1799,1.002802
1800,0.608325
1801,0.338462
1802,0.305525
1803,0.379887
1804,-0.442374
1805,-0.171379
1806,0.124242
1807,0.823135
1808,0.999459
1809,0.841942
1810,0.735934
